list;trials;item;condition;;;D;C;F;size_A;size_B;size_C;size_D;size_E;size_F;color_A;color_B;color_C;color_D;color_E;color_F;form_A;form_B;form_C;form_D;form_E;form_F;noun;sentence_1;sentence_2;context;sharpness
6;42;32;ferdf;er;df;R-A;NA;NR-BD;10;5;1;5;4;1;NA;NA;NA;NA;NA;NA;diamond;diamond;diamond;diamond;diamond;quadrat;Aufkleber;Brauchst du den diamantförmigen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;43;32;fzrcf;zr;cf;NA;NR-BD;R-BD;NA;NA;NA;NA;NA;NA;orange;orange;orange;orange;orange;grey;diamond;quadrat;quadrat;quadrat;quadrat;quadrat;Aufkleber;Brauchst du den orangen diamantförmigen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
6;44;32;fzrdc;zr;dc;NR-A;R-BD;NA;10;9;9;9;9;2;orange;grey;grey;grey;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen orangen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
6;45;32;fzrdf;zr;df;NR-A;NA;R-BD;10;9;9;9;9;2;NA;NA;NA;NA;NA;NA;diamond;quadrat;quadrat;quadrat;quadrat;quadrat;Aufkleber;Brauchst du den großen diamantförmigen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
6;46;33;fbrcf;br;cf;NA;BR-CE;BR-CE;NA;NA;NA;NA;NA;NA;brown;brown;black;black;brown;black;circle;star;circle;circle;star;star;Aufkleber;Brauchst du den runden braunen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;47;33;fbrdc;br;dc;BR-A;BR-CE;NA;10;9;3;3;10;3;brown;black;brown;brown;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den braunen großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
6;48;33;fbrdf;br;df;BR-A;NA;BR-CE;10;9;3;3;10;3;NA;NA;NA;NA;NA;NA;circle;star;circle;circle;star;star;Aufkleber;Brauchst du den runden großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;49;33;fercf;er;cf;NA;R-CE;NR-CE;NA;NA;NA;NA;NA;NA;brown;black;black;black;black;black;circle;circle;circle;circle;circle;star;Aufkleber;Brauchst du den braunen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;50;33;ferdc;er;dc;R-A;NR-CE;NA;10;3;2;3;3;1;brown;brown;brown;brown;brown;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen braunen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
6;51;33;ferdf;er;df;R-A;NA;NR-CE;10;3;2;3;3;1;NA;NA;NA;NA;NA;NA;circle;circle;circle;circle;circle;star;Aufkleber;Brauchst du den großen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;52;33;fzrcf;zr;cf;NA;NR-CE;R-CE;NA;NA;NA;NA;NA;NA;brown;brown;brown;brown;brown;black;circle;star;star;star;star;star;Aufkleber;Brauchst du den braunen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;53;33;fzrdc;zr;dc;NR-A;R-CE;NA;9;10;9;9;9;2;brown;black;black;black;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen braunen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
6;54;33;fzrdf;zr;df;NR-A;NA;R-CE;9;10;9;9;9;2;NA;NA;NA;NA;NA;NA;circle;star;star;star;star;star;Aufkleber;Brauchst du den großen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;55;34;fbrdc;br;dc;BR-A;BR-AB;NA;9;10;2;3;9;1;blue;orange;blue;blue;orange;orange;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
6;56;34;fbrdf;br;df;BR-B;NA;BR-AB;9;10;2;3;9;1;NA;NA;NA;NA;NA;NA;triangle;diamond;triangle;triangle;diamond;diamond;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;57;34;fbrcf;br;cf;NA;BR-BA;BR-BA;NA;NA;NA;NA;NA;NA;orange;orange;blue;blue;orange;blue;diamond;triangle;diamond;diamond;triangle;triangle;Aufkleber;Brauchst du den orangen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
6;58;34;ferdc;er;dc;R-A;NR-AC;NA;9;1;2;3;2;1;blue;blue;blue;blue;blue;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
6;59;34;ferdf;er;df;R-B;NA;NR-AC;9;1;2;3;2;1;NA;NA;NA;NA;NA;NA;triangle;triangle;triangle;triangle;triangle;circle;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;60;34;fercf;er;cf;NA;R-CA;NR-CA;NA;NA;NA;NA;NA;NA;brown;blue;blue;blue;blue;blue;circle;circle;circle;circle;circle;triangle;Aufkleber;Brauchst du den braunen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;61;34;fzrdc;zr;dc;NR-A;R-AD;NA;9;10;10;9;10;1;blue;grey;grey;grey;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
6;62;34;fzrdf;zr;df;NR-B;NA;R-AD;9;10;10;9;10;1;NA;NA;NA;NA;NA;NA;triangle;quadrat;quadrat;quadrat;quadrat;quadrat;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;63;34;fzrcf;zr;cf;NA;NR-DA;R-DA;NA;NA;NA;NA;NA;NA;grey;grey;grey;grey;grey;blue;quadrat;triangle;triangle;triangle;triangle;triangle;Aufkleber;Brauchst du den grauen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
6;64;35;fbrdc;br;dc;BR-A;BR-AE;NA;9;9;2;3;9;3;blue;black;blue;blue;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
6;65;35;fbrdf;br;df;BR-B;NA;BR-AE;9;9;2;3;9;3;NA;NA;NA;NA;NA;NA;triangle;star;triangle;triangle;star;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;66;35;fbrcf;br;cf;NA;BR-EA;BR-EA;NA;NA;NA;NA;NA;NA;black;black;blue;blue;black;blue;star;triangle;star;star;triangle;triangle;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;67;35;ferdc;er;dc;R-A;NR-AF;NA;10;3;1;2;3;3;blue;blue;blue;blue;blue;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
6;68;35;ferdf;er;df;R-B;NA;NR-AF;10;3;1;2;3;3;NA;NA;NA;NA;NA;NA;triangle;triangle;triangle;triangle;triangle;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;69;35;fercf;er;cf;NA;R-FA;NR-FA;NA;NA;NA;NA;NA;NA;green;blue;blue;blue;blue;blue;heart;heart;heart;heart;heart;triangle;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
6;70;35;fzrdc;zr;dc;NR-A;R-BC;NA;9;10;9;10;9;1;orange;brown;brown;brown;brown;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
6;71;35;fzrdf;zr;df;NR-B;NA;R-BC;9;10;9;10;9;1;NA;NA;NA;NA;NA;NA;diamond;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
6;72;35;fzrcf;zr;cf;NA;NR-CB;R-CB;NA;NA;NA;NA;NA;NA;brown;brown;brown;brown;brown;orange;circle;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den braunen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;73;36;fbrdc;br;dc;BR-A;BR-BD;NA;9;9;1;3;10;3;orange;grey;orange;orange;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
6;74;36;fbrdf;br;df;BR-B;NA;BR-BD;9;9;1;3;10;3;NA;NA;NA;NA;NA;NA;diamond;quadrat;diamond;diamond;quadrat;quadrat;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
6;75;36;fbrcf;br;cf;NA;BR-DB;BR-DB;NA;NA;NA;NA;NA;NA;grey;grey;orange;orange;grey;orange;quadrat;diamond;quadrat;quadrat;diamond;diamond;Aufkleber;Brauchst du den grauen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
6;76;36;ferdc;er;dc;R-A;NR-BE;NA;9;1;2;3;3;1;orange;orange;orange;orange;orange;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
6;77;36;ferdf;er;df;R-B;NA;NR-BE;9;1;2;3;3;1;NA;NA;NA;NA;NA;NA;diamond;diamond;diamond;diamond;diamond;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
6;78;36;fercf;er;cf;NA;R-EB;NR-EB;NA;NA;NA;NA;NA;NA;black;orange;orange;orange;orange;orange;star;star;star;star;star;diamond;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;79;36;fzrdc;zr;dc;NR-A;R-BF;NA;10;10;10;10;9;1;orange;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
6;80;36;fzrdf;zr;df;NR-B;NA;R-BF;10;10;10;10;9;1;NA;NA;NA;NA;NA;NA;diamond;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
6;81;36;fzrcf;zr;cf;NA;NR-FB;R-FB;NA;NA;NA;NA;NA;NA;green;green;green;green;green;orange;heart;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
6;82;37;fbrdc;br;dc;BR-A;BR-CD;NA;9;10;1;3;9;2;brown;grey;brown;brown;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
6;83;37;fbrdf;br;df;BR-B;NA;BR-CD;9;10;1;3;9;2;NA;NA;NA;NA;NA;NA;circle;quadrat;circle;circle;quadrat;quadrat;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;84;37;fbrcf;br;cf;NA;BR-DC;BR-DC;NA;NA;NA;NA;NA;NA;grey;grey;brown;brown;grey;brown;quadrat;circle;quadrat;quadrat;circle;circle;Aufkleber;Brauchst du den grauen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
6;85;37;ferdc;er;dc;R-A;NR-CE;NA;9;3;2;2;3;2;brown;brown;brown;brown;brown;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
6;86;37;ferdf;er;df;R-B;NA;NR-CE;9;3;2;2;3;2;NA;NA;NA;NA;NA;NA;circle;circle;circle;circle;circle;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;87;37;fercf;er;cf;NA;R-EC;NR-EC;NA;NA;NA;NA;NA;NA;black;brown;brown;brown;brown;brown;star;star;star;star;star;circle;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;88;37;fzrdc;zr;dc;NR-A;R-CF;NA;10;10;10;9;10;3;brown;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
6;89;37;fzrdf;zr;df;NR-B;NA;R-CF;10;10;10;9;10;3;NA;NA;NA;NA;NA;NA;circle;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
6;90;37;fzrcf;zr;cf;NA;NR-FC;R-FC;NA;NA;NA;NA;NA;NA;green;green;green;green;green;brown;heart;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
6;91;38;fbrdc;br;dc;BR-A;BR-DE;NA;9;9;3;1;10;1;grey;black;grey;grey;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
6;92;38;fbrdf;br;df;BR-B;NA;BR-DE;9;9;3;1;10;1;NA;NA;NA;NA;NA;NA;quadrat;star;quadrat;quadrat;star;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
6;93;38;fbrcf;br;cf;NA;BR-ED;BR-ED;NA;NA;NA;NA;NA;NA;black;black;grey;grey;black;grey;star;quadrat;star;star;quadrat;quadrat;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;94;38;ferdc;er;dc;R-A;NR-DF;NA;9;2;1;1;2;3;grey;grey;grey;grey;grey;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
6;95;38;ferdf;er;df;R-B;NA;NR-DF;9;2;1;1;2;3;NA;NA;NA;NA;NA;NA;quadrat;quadrat;quadrat;quadrat;quadrat;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
6;96;38;fercf;er;cf;NA;R-FD;NR-FD;NA;NA;NA;NA;NA;NA;green;grey;grey;grey;grey;grey;heart;heart;heart;heart;heart;quadrat;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
6;97;38;fzrdc;zr;dc;NR-A;R-EF;NA;9;9;10;10;9;1;black;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den schwarzen Aufkleber?;Wie fragst Du?;blurred
6;98;38;fzrdf;zr;df;NR-B;NA;R-EF;9;9;10;10;9;1;NA;NA;NA;NA;NA;NA;star;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;99;38;fzrcf;zr;cf;NA;NR-FE;R-FE;NA;NA;NA;NA;NA;NA;black;black;black;black;black;green;star;heart;star;star;heart;heart;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
